job_position_name,educationaL_requirements,skills_required,matched_score,skills_count,educational_institution_name_count,degree_names_count,passing_years_count,educational_results_count,result_types_count,major_field_of_studies_count,professional_company_names_count,start_dates_count,end_dates_count,related_skils_in_job_count,positions_count,locations_count,extra_curricular_activity_types_count,extra_curricular_organization_names_count,role_positions_count,languages_count,proficiency_levels_count,certification_providers_count,certification_skills_count,issue_dates_count,expiry_dates_count,required_exp_years,min_age_required
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,65.0,0,2,2,2,2,2,2,9,9,9,0,9,9,0,0,0,0,0,0,0,0,0,3,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,14,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,5,30
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,56.99999999999999,7,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",65.0,6,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",78.33333329999999,21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",58.333333333333336,35,3,3,3,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,54.3333333,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,18
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",68.33333329999999,14,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,5,28
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",61.66666669999999,31,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,2,0,2,0,5,30
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",65.0,15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,22
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",37.33333333333333,29,1,1,1,0,0,1,4,4,4,4,4,4,0,0,0,2,2,0,0,0,0,5,30
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",85.0,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,24
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",71.66666670000001,144,3,3,3,3,3,3,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,5,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",72.66666670000001,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,28
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",85.0,32,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,3,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",82.66666670000001,15,1,1,1,1,1,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,12,1,1,1,1,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,1,0,2,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",79.33333329999999,59,2,2,0,2,1,2,4,4,4,4,4,4,0,0,0,0,0,1,1,1,1,2,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",65.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,3,25
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",78.33333329999999,52,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,15,52
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",49.0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",85.0,48,2,2,0,0,0,0,6,6,5,6,6,6,0,0,0,0,0,0,0,0,0,5,24
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",75.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,75.0,12,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",85.0,56,3,3,3,0,0,3,4,4,4,4,4,4,0,0,0,0,0,1,0,0,0,2,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,13,2,2,2,0,0,0,1,1,1,1,1,0,2,0,2,0,0,0,0,0,0,5,30
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",41.66666666666667,61,3,3,0,1,1,3,8,8,8,8,8,8,1,1,1,0,0,1,1,0,0,1,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",33.33333333333333,14,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,5,24
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",45.0,17,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",85.0,39,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,2,2,0,0,0,0,0,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",71.66666670000001,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",51.66666669999999,51,3,3,0,0,0,1,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",65.0,14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",78.33333329999999,16,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2,0,2,0,3,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",58.3333333,5,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",68.33333329999999,25,3,3,3,3,3,3,5,5,5,5,5,5,1,1,1,0,0,1,0,1,0,5,25
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",71.66666670000001,26,2,1,2,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,24
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,17,2,2,2,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,40
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",77.0,40,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,78.33333329999999,8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,40
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",38.0,10,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,30
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",85.0,36,2,2,1,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,28
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",89.6666667,17,2,2,0,0,0,2,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,5,28
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,60.66666666666666,4,1,1,1,1,1,1,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,18
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",68.33333329999999,51,3,3,0,0,0,1,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,2,25
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",65.0,32,2,1,1,1,0,2,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,3,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,82.2222,13,2,2,2,0,0,2,6,6,6,6,6,6,0,0,0,0,0,1,0,1,0,1,0
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",85.0,66,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,25
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",68.33333329999999,30,1,1,1,1,0,1,4,4,4,0,4,4,2,1,2,0,0,0,0,0,0,0,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,81.33333329999999,6,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,20
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,71.66666670000001,5,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",65.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,28
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,10,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",76.0,16,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",62.66666669999999,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,52.66666666666667,4,3,3,3,3,3,3,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",81.66666670000001,10,1,1,1,1,1,1,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,5,28
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",71.66666670000001,8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,11,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",35.0,15,2,2,2,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4,0
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",76.0,18,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,5,25
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",61.0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,22
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",81.66666666666667,4,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,30
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",65.0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",31.3333333,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",41.6666667,10,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",75.0,29,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",37.3333333,13,3,3,3,3,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",45.0,22,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",68.33333333333333,33,3,3,1,0,0,1,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,5,30
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",78.33333333333333,34,2,2,0,0,0,1,7,7,7,0,7,7,6,6,6,0,0,0,0,0,0,5,0
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",34.99999999999999,4,1,1,1,1,1,1,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,2,25
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",71.66666670000001,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",85.0,39,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,2,2,0,0,0,0,1,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",79.33333333333333,36,3,3,3,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",55.6666667,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,22
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",28.333333300000003,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,25
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",85.0,41,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",91.6666667,61,1,1,1,1,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,28
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",49.0,4,1,1,1,1,1,1,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,1,22
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",71.66666670000001,12,3,3,0,0,0,3,5,5,5,0,5,5,1,1,1,0,0,2,0,2,1,5,30
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",85.0,52,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,1,1,1,0,0,0,0,22
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,40
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",85.0,59,2,2,0,2,1,2,4,4,4,4,4,4,0,0,0,0,0,1,1,1,1,3,0
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",68.33333329999999,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,3,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",85.0,10,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,3,25
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",68.33333329999999,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,22
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,71.66666670000001,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",71.66666666666667,5,1,1,1,0,0,1,3,3,3,0,3,3,1,1,1,1,1,0,0,0,0,1,22
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",45.0,17,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,30
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,51.66666669999999,11,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,76.0,15,1,1,1,1,1,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",65.0,12,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,10,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,2,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",55.00000000000001,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,52
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,71.66666670000001,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",35.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",65.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,22
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,65.0,51,2,2,2,2,2,2,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,18
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",78.33333329999999,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,68.33333333333333,62,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,3,3,0,0,0,0,0,20
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",75.0,21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",45.0,66,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,30
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",38.3333333,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",81.66666670000001,15,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,5,30
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",75.0,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",71.66666670000001,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,22
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",85.0,17,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,24
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",52.66666666666667,27,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,1,25
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
